idweb,dateparution,datefindiffusion,datelimitereponse,nomacheteur,code_departement,famille,nature,nature_libelle,type_procedure,type_marche,type_avis,descripteur_libelle,objet,titulaire,annonce_lie,contractfolderid,etat,url_avis,donnees_format,cpv_principal,cpv_all,buyer_siret,buyer_cp,buyer_ville,amount_eur,duration_months,duration_source_field,date_attribution,date_publication_anterieure,notice_id_original,raw_source_file_group,notice_id,year,buyer_name_raw,buyer_name_normalized,objet_clean,buyer_siret_raw,buyer_siret_clean,buyer_siren_raw,buyer_siren_clean,buyer_siren_from_siret,cpv_clean,cpv_full8,cpv_div2,cpv_group3,cpv_class4,cpv_category5,cpv_is_missing,cpv_is_generic,amount_raw,flag_amount_zero,flag_amount_tiny,flag_amount_ceiling,amount_clean,duration_raw_boamp,flag_duration_suspect,duration_clean,duration_imputed_flag,category_id,category_label,buyer_siren_enriched,buyer_siret_enriched,buyer_enrichment_source,buyer_enrichment_confidence,buyer_enrichment_status,buyer_enrichment_score,buyer_enrichment_margin,buyer_enrichment_candidate_count,buyer_enrichment_name,buyer_enrichment_note,buyer_key,buyer_key_type,buyer_key_source,raw_trace_id
15-52664,2015-04-08,2015-05-18,2015-05-18T16:30:00+00:00,Ministère des Affaires étrangères,75|44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services)|Logiciel,"prestation de TMA de la messagerie du ministère des affaires étrangères dans l'environnement Kerio et logiciels libres d'une part et dans l'environnement microsoft de l'autre, à Paris",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-52664,legacy,72500000,72500000,,75015,Paris,,48.0,DUREE_MOIS,,,15-52664,data/raw/boamp_current,15-52664,2015,Ministère des Affaires étrangères,ministere affaires etrangeres,prestation de tma de la messagerie du ministere des affaires etrangeres dans l environnement kerio et logiciels libres d une part et dans l environnement microsoft de l autre a paris,,,,,,72500000,72500000,72,725,7250,72500,False,False,,0,0,0,,48.0,0,48.0,False,CAT02,IT Services & Consulting,110006012,11000601200014,previous_high_confidence_cache,HIGH,matched,97.2,20.2,10,MINISTERE DE L'EUROPE ET DES AFFAIRES ETRANGERES,seeded from existing high-confidence buyer enrichment,SIREN:110006012,SIREN_ENRICHED,external_enrichment,BOAMP:15-52664
15-53947,2015-04-10,2015-04-30,2015-04-30T11:00:00+00:00,Commune de Saint-Herblain,44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,SERVICES,5|1|,Informatique (prestations de services)|Internet|Logiciel,"Réalisation du nouveau site web: web design, acquisition et mise en oeuvre des briques logicielles nécessaires au profit de la ville de Saint Herblain",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-53947,legacy,48220000,48220000,,44802,Saint herblain cedex,,,,,,15-53947,data/raw/boamp_current,15-53947,2015,Commune de Saint-Herblain,commune saint herblain,realisation du nouveau site web web design acquisition et mise en oeuvre des briques logicielles necessaires au profit de la ville de saint herblain,,,,,,48220000,48220000,48,482,4822,48220,False,False,,0,0,0,,,0,,True,CAT01,Software & Applications,214401622,21440162200011,previous_high_confidence_cache,HIGH,matched,100.0,40.2,2,COMMUNE DE SAINT-HERBLAIN,seeded from existing high-confidence buyer enrichment,SIREN:214401622,SIREN_ENRICHED,external_enrichment,BOAMP:15-53947
15-54892,2015-04-10,2015-05-10,,SDIS 85,85,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,,5|1|,Logiciel|Matériel de transmission,fourniture et mise en oeuvre des nouveaux équipements et logiciels au CTA/Codis du SDIS et au Samu du CHD à La Roche sur Yon (rectificatif),,15-43149,,RECTIFICATIF,https://www.boamp.fr/pages/avis/?q=idweb:15-54892,legacy,32522000,32522000,,85017,La roche sur yon cedex,,,,,,15-54892,data/raw/boamp_current,15-54892,2015,SDIS 85,sdis 85,fourniture et mise en oeuvre des nouveaux equipements et logiciels au cta codis du sdis et au samu du chd a la roche sur yon rectificatif,,,,,,32522000,32522000,32,325,3252,32522,False,False,,0,0,0,,,0,,True,CAT04,Telecom & Networks,288500010,28850001000013,previous_high_confidence_cache,HIGH,matched,100.0,52.5,3,SCE DEPARTEMENTAL INCENDIE ET SECOURS (SDIS),seeded from existing high-confidence buyer enrichment,SIREN:288500010,SIREN_ENRICHED,external_enrichment,BOAMP:15-54892
15-54272,2015-04-10,2015-06-01,2015-06-01T15:00:00+00:00,Centre Hospitalier de Cholet,49,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,,5|1|,Articles à usage unique|Non-tissés|Textile,Fourniture d'articles de protection à usage unique pour le Centre Hospitalier de Cholet,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-54272,legacy,,None|39550000|35814000|19520000,,49325,Cholet cedex,,44.0,DUREE_MOIS,,,15-54272,data/raw/boamp_current,15-54272,2015,Centre Hospitalier de Cholet,centre hospitalier cholet,fourniture d articles de protection a usage unique pour le centre hospitalier de cholet,,,,,,,,,,,,True,False,,0,0,0,,44.0,0,44.0,False,CAT_UNKNOWN,Unknown,264900390,26490039000016,previous_high_confidence_cache,HIGH,matched,100.0,7.3,10,CENTRE HOSPITALIER DE CHOLET,seeded from existing high-confidence buyer enrichment,SIREN:264900390,SIREN_ENRICHED,external_enrichment,BOAMP:15-54272
15-54977,2015-04-13,2015-05-22,2015-05-22T10:30:00+00:00,Conseil Général de la Sarthe,72,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services)|Internet|Télécommunications,prestations de services de télécommunications pour le compte du département de la Sarthe,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-54977,legacy,64200000,64200000|64212000|72400000,,72072,Le Mans,,,,,,15-54977,data/raw/boamp_current,15-54977,2015,Conseil Général de la Sarthe,conseil general sarthe,prestations de services de telecommunications pour le compte du departement de la sarthe,,,,,,64200000,64200000,64,642,6420,64200,False,False,,0,0,0,,,0,,True,CAT07,Digital Workplace & Collaboration,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,52.7,,1,DEPARTEMENT DE LA SARTHE,query=departement la sarthe,NAME:conseil general sarthe,NAME,normalized_buyer_name,BOAMP:15-54977
15-55213,2015-04-13,2015-05-05,2015-05-05T11:00:00+00:00,Ville du Croisic,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,,5|1|,Voirie et réseaux divers,"aménagement de l'avenue Aristide Briand, au Croisic",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-55213,legacy,32424000,32424000,,44490,le croisic,,12.0,DUREE_MOIS,,,15-55213,data/raw/boamp_current,15-55213,2015,Ville du Croisic,ville croisic,amenagement de l avenue aristide briand au croisic,,,,,,32424000,32424000,32,324,3242,32424,False,False,,0,0,0,,12.0,0,12.0,False,CAT04,Telecom & Networks,451324974,45132497400018,previous_high_confidence_cache,HIGH,matched,100.0,43.1,10,VILLE DU CROISIC V,seeded from existing high-confidence buyer enrichment,SIREN:451324974,SIREN_ENRICHED,external_enrichment,BOAMP:15-55213
15-21639,2015-04-13,2015-05-11,,Nantes Métropole,44,JOUE,ATTRIBUTION,Résultat de marché,OUVERT,SERVICES,|10|6,Informatique (prestations de services),"Tierce maintenance applicative sur les nouvelles technologies pour le compte du groupement de commandes informatiques Nantes Métropole, Ville de Nantes et son CCAS",Groupe Onepoint,14-161242,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-21639,legacy,72250000,72250000,,44923,Nantes cedex 9,,,,2015-03-26,2014-10-25,15-21639,data/raw/boamp_current,15-21639,2015,Nantes Métropole,nantes metropole,tierce maintenance applicative sur les nouvelles technologies pour le compte du groupement de commandes informatiques nantes metropole ville de nantes et son ccas,,,,,,72250000,72250000,72,722,7225,72250,False,False,,0,0,0,,,0,,True,CAT03,Cybersecurity,794304097,79430409700023,api_recherche_entreprises_current,HIGH,matched,92.2,4.2,10,TAXIS NANTES METROPOLE,query=nantes metropole,SIREN:794304097,SIREN_ENRICHED,external_enrichment,BOAMP:15-21639
15-10829,2015-04-13,2015-05-10,,Nantes Métropole,44,FNS,ATTRIBUTION,Résultat de marché,PROCEDURE_ADAPTE,SERVICES,|10|6,Informatique (matériel)|Informatique (prestations de services),"acquisition d'une plateforme de solutions informatiques mobiles pour les équipes de terrain de l'agglomération, à Nantes",Daxium,14-94095,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-10829,legacy,48000000,48000000,,44923,Nantes cedex 9,155310.0,,,2015-02-26,,15-10829,data/raw/boamp_current,15-10829,2015,Nantes Métropole,nantes metropole,acquisition d une plateforme de solutions informatiques mobiles pour les equipes de terrain de l agglomeration a nantes,,,,,,48000000,48000000,48,480,4800,48000,False,True,155310.0,0,0,0,155310.0,,0,,True,CAT01,Software & Applications,794304097,79430409700023,api_recherche_entreprises_current,HIGH,matched,92.2,4.2,10,TAXIS NANTES METROPOLE,query=nantes metropole,SIREN:794304097,SIREN_ENRICHED,external_enrichment,BOAMP:15-10829
15-56123,2015-04-14,2015-05-13,2015-05-13T16:00:00+00:00,Le Mans Métropole - Communauté Urbaine,72,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,,5|1|,Eclairage public|Electricité|Espaces verts|Réseaux divers|Voirie,Aménagement du parvis du collège de l'épine et de ses abords au Mans,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-56123,legacy,45112500,45112500|32400000|45112700,,72039,Le Mans,,,,,,15-56123,data/raw/boamp_current,15-56123,2015,Le Mans Métropole - Communauté Urbaine,mans metropole communaute urbaine,amenagement du parvis du college de l epine et de ses abords au mans,,,,,,45112500,45112500,45,451,4511,45112,False,False,,0,0,0,,,0,,True,CAT_UNKNOWN,Unknown,247200132,24720013200014,previous_high_confidence_cache,HIGH,matched,100.0,60.5,4,LE MANS METROPOLE COMMUNAUTE URBAINE,seeded from existing high-confidence buyer enrichment,SIREN:247200132,SIREN_ENRICHED,external_enrichment,BOAMP:15-56123
15-56649,2015-04-14,2015-05-26,2015-05-26T12:00:00+00:00,Conseil régional des Pays de la Loire,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Dématérialisation|Edition|Prestations de services,"réalisation et diffusion de publications digitales, à Nantes",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-56649,legacy,72500000,72500000,,44966,Nantes cedex 9,,12.0,DUREE_MOIS,,,15-56649,data/raw/boamp_current,15-56649,2015,Conseil régional des Pays de la Loire,conseil regional pays loire,realisation et diffusion de publications digitales a nantes,,,,,,72500000,72500000,72,725,7250,72500,False,False,,0,0,0,,12.0,0,12.0,False,CAT02,IT Services & Consulting,234400034,23440003400026,previous_high_confidence_cache,HIGH,matched,81.3,,1,REGION DES PAYS DE LA LOIRE,seeded from existing high-confidence buyer enrichment,SIREN:234400034,SIREN_ENRICHED,external_enrichment,BOAMP:15-56649
15-55527,2015-04-14,2015-05-26,2015-05-26T11:00:00+00:00,CDC du Pays de Saint Gilles Cx de Vie,85,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services)|Logiciel,fourniture d'un logiciel et de systemes d'identification pour la gestion et la facturation de la redevance incitative (reomi) et prestations associees à Saint Gilles Croix De Vie,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-55527,legacy,48000000,48000000,,85806,Saint gilles croix de vie cedex,,,,,,15-55527,data/raw/boamp_current,15-55527,2015,CDC du Pays de Saint Gilles Cx de Vie,cdc pays saint gilles cx vie,fourniture d un logiciel et de systemes d identification pour la gestion et la facturation de la redevance incitative reomi et prestations associees a saint gilles croix de vie,,,,,,48000000,48000000,48,480,4800,48000,False,True,,0,0,0,,,0,,True,CAT01,Software & Applications,,,api_recherche_entreprises_current,NO_MATCH,not_upgraded,,,0,,query=cdc pays saint gilles cx vie,NAME:cdc pays saint gilles cx vie,NAME,normalized_buyer_name,BOAMP:15-55527
15-56918,2015-04-15,2015-05-19,2015-05-19T11:00:00+00:00,VALLET,44|49|85,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,,5|1|,Matériel scénique|Sonorisation,"acquisition d'un système de diffusion avec installation, mise en route, calage et formation au profit du Champilambart, à Vallet",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-56918,legacy,32342410,32342410,,44330,Vallet,,12.0,DUREE_MOIS,,,15-56918,data/raw/boamp_current,15-56918,2015,VALLET,vallet,acquisition d un systeme de diffusion avec installation mise en route calage et formation au profit du champilambart a vallet,,,,,,32342410,32342410,32,323,3234,32342,False,False,,0,0,0,,12.0,0,12.0,False,CAT04,Telecom & Networks,439446386,43944638600013,api_recherche_entreprises_current,HIGH,matched,78.6,10.6,10,CLCA VALLET,query=vallet,SIREN:439446386,SIREN_ENRICHED,external_enrichment,BOAMP:15-56918
15-56776,2015-04-15,2015-05-11,2015-05-11T11:00:00+00:00,Ville d'Angers,49,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,,5|1|,Matériel scénique|Prestations de services|Sonorisation,"prestation de sonorisation et d'éclairage pour les festivals Tempo Rives et Accroches coeurs en 2015, à Angers",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-56776,legacy,32342410,32342410,,49020,Angers,,,,,,15-56776,data/raw/boamp_current,15-56776,2015,Ville d'Angers,ville angers,prestation de sonorisation et d eclairage pour les festivals tempo rives et accroches coeurs en 2015 a angers,,,,,,32342410,32342410,32,323,3234,32342,False,False,,0,0,0,,,0,,True,CAT04,Telecom & Networks,532458809,53245880900029,previous_high_confidence_cache,HIGH,matched,88.0,24.2,10,VIGNE EN VILLE ANGERS,seeded from existing high-confidence buyer enrichment,SIREN:532458809,SIREN_ENRICHED,external_enrichment,BOAMP:15-56776
15-58339,2015-04-17,2015-05-26,2015-05-26T11:00:00+00:00,CNIEG,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,SERVICES,5|1|,Informatique (prestations de services),refonte du site web pour le compte CNIEG à Nantes,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-58339,legacy,72400000,72400000,,44200,Nantes,,48.0,DUREE_MOIS,,,15-58339,data/raw/boamp_current,15-58339,2015,CNIEG,cnieg,refonte du site web pour le compte cnieg a nantes,,,,,,72400000,72400000,72,724,7240,72400,False,False,,0,0,0,,48.0,0,48.0,False,CAT02,IT Services & Consulting,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,29.3,,1,CAISSE NAT INDUSTRIES ELECT GAZIERES (CNIEG),query=cnieg,NAME:cnieg,NAME,normalized_buyer_name,BOAMP:15-58339
15-58989,2015-04-17,2015-06-01,2015-06-01T11:00:00+00:00,CCIR Pays de la Loire,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,,5|1|,Location|Logiciel,fourniture en location d'une solution informatique externalisée de collecte de taxe d'apprentissage et de prestations associées à Nantes,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-58989,legacy,48900000,48900000,,44105,Nantes cedex 4,,,,,,15-58989,data/raw/boamp_current,15-58989,2015,CCIR Pays de la Loire,ccir pays loire,fourniture en location d une solution informatique externalisee de collecte de taxe d apprentissage et de prestations associees a nantes,,,,,,48900000,48900000,48,489,4890,48900,False,False,,0,0,0,,,0,,True,CAT01,Software & Applications,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,54.9,,1,CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PAYS DE LA LOIRE (CCIR),query=ccir pays loire,NAME:ccir pays loire,NAME,normalized_buyer_name,BOAMP:15-58989
15-59370,2015-04-20,2015-07-16,2015-05-20T15:00:00+00:00,CHU de Nantes,44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,SERVICES,5|1|,Informatique (prestations de services)|Logiciel,"maintenance de la suite logicielle business object, fourniture de licences, de modules et de prestations complémentaires, à Nantes",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-59370,legacy,72261000,72261000,,44093,Nantes,,48.0,DUREE_MOIS,,,15-59370,data/raw/boamp_current,15-59370,2015,CHU de Nantes,chu nantes,maintenance de la suite logicielle business object fourniture de licences de modules et de prestations complementaires a nantes,,,,,,72261000,72261000,72,722,7226,72261,False,False,,0,0,0,,48.0,0,48.0,False,CAT02,IT Services & Consulting,264400136,26440013600471,previous_high_confidence_cache,HIGH,matched,91.3,,1,CHU NANTES (CHU),seeded from existing high-confidence buyer enrichment,SIREN:264400136,SIREN_ENRICHED,external_enrichment,BOAMP:15-59370
15-59556,2015-04-20,2015-05-28,2015-05-28T11:00:00+00:00,Conseil général de Loire-Atlantique,44,JOUE,APPEL_OFFRE,Avis de marché,OUVERT,,5|1|,Habillement|Textile,fourniture de gilets jaunes de sécurité destinés aux élèves transportés sur le réseau lila à Nantes,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-59556,legacy,35113400,35113400,,44041,Nantes,200000.0,48.0,DUREE_MOIS,,,15-59556,data/raw/boamp_current,15-59556,2015,Conseil général de Loire-Atlantique,conseil general loire atlantique,fourniture de gilets jaunes de securite destines aux eleves transportes sur le reseau lila a nantes,,,,,,35113400,35113400,35,351,3511,35113,False,False,200000.0,0,0,0,200000.0,48.0,0,48.0,False,CAT03,Cybersecurity,,,api_recherche_entreprises_current,LOWER_CONFIDENCE,not_upgraded,70.7,,1,DEPARTEMENT DE LA LOIRE-ATLANTIQUE,query=departement loire atlantique,NAME:conseil general loire atlantique,NAME,normalized_buyer_name,BOAMP:15-59556
15-64142,2015-04-24,2015-05-18,2015-05-18T15:00:00+00:00,CHU de Nantes,44,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,,5|1|,Informatique (prestations de services)|Logiciel,"fourniture, installation, intégration, déploiement et maintenance d'une solution de dictée numérique non intégrée au SIH du CHU à Nantes",,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-64142,legacy,48900000,48900000,,44093,Nantes,,,,,,15-64142,data/raw/boamp_current,15-64142,2015,CHU de Nantes,chu nantes,fourniture installation integration deploiement et maintenance d une solution de dictee numerique non integree au sih du chu a nantes,,,,,,48900000,48900000,48,489,4890,48900,False,False,,0,0,0,,,0,,True,CAT01,Software & Applications,264400136,26440013600471,previous_high_confidence_cache,HIGH,matched,91.3,,1,CHU NANTES (CHU),seeded from existing high-confidence buyer enrichment,SIREN:264400136,SIREN_ENRICHED,external_enrichment,BOAMP:15-64142
15-50024,2015-04-27,2015-05-26,2015-05-26T11:00:00+00:00,Vendée Eau,85,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,,5|1|,Signalétique,fourniture et pose de supports signalétiques pour les usines de production d'eau potable et sur les rives des retenues d'eau au profit de Vendée Eau à La Roche-Sur-Yon,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-50024,legacy,35261000,35261000,,85036,La roche-sur-yon cedex,,6.0,DUREE_MOIS,,,15-50024,data/raw/boamp_current,15-50024,2015,Vendée Eau,vendee eau,fourniture et pose de supports signaletiques pour les usines de production d eau potable et sur les rives des retenues d eau au profit de vendee eau a la roche sur yon,,,,,,35261000,35261000,35,352,3526,35261,False,False,,0,0,0,,6.0,0,6.0,False,CAT03,Cybersecurity,258500222,25850022200033,previous_high_confidence_cache,HIGH,matched,100.0,50.3,10,VENDEE EAU,seeded from existing high-confidence buyer enrichment,SIREN:258500222,SIREN_ENRICHED,external_enrichment,BOAMP:15-50024
15-63153,2015-04-27,2015-05-26,2015-05-26T11:00:00+00:00,Vendée Eau,85,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,,5|1|,Audiovisuel|Electricité|Impression|Maçonnerie|Matériel scénique|Menuiserie|Peinture (travaux)|Prestations de services|Revêtements de sols|Serrurerie,Travaux d'aménagement scénographique du château d'eau d'Apremont,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-63153,legacy,45421000,45421000|None|45430000|44810000|79811000|79822500|48520000|34999400,,85036,La roche-sur-yon cedex,,,,,,15-63153,data/raw/boamp_current,15-63153,2015,Vendée Eau,vendee eau,travaux d amenagement scenographique du chateau d eau d apremont,,,,,,45421000,45421000,45,454,4542,45421,False,False,,0,0,0,,,0,,True,CAT_UNKNOWN,Unknown,258500222,25850022200033,previous_high_confidence_cache,HIGH,matched,100.0,50.3,10,VENDEE EAU,seeded from existing high-confidence buyer enrichment,SIREN:258500222,SIREN_ENRICHED,external_enrichment,BOAMP:15-63153
15-64904,2015-04-28,2015-05-20,2015-05-20T11:00:00+00:00,SDIS 85,85,FNS,APPEL_OFFRE,Avis de marché,PROCEDURE_ADAPTE,,5|1|,Informatique (prestations de services)|Logiciel,fourniture et déploiement d'un logiciel de planification et de gestion des activités liées au temps de travail du personnel du SDIS de la Vendée à La Roche Sur Yon,,,,INITIAL,https://www.boamp.fr/pages/avis/?q=idweb:15-64904,legacy,48450000,48450000,,85017,La roche sur yon cedex,,68.0,DUREE_MOIS,,,15-64904,data/raw/boamp_current,15-64904,2015,SDIS 85,sdis 85,fourniture et deploiement d un logiciel de planification et de gestion des activites liees au temps de travail du personnel du sdis de la vendee a la roche sur yon,,,,,,48450000,48450000,48,484,4845,48450,False,False,,0,0,0,,68.0,0,68.0,False,CAT01,Software & Applications,288500010,28850001000013,previous_high_confidence_cache,HIGH,matched,100.0,52.5,3,SCE DEPARTEMENTAL INCENDIE ET SECOURS (SDIS),seeded from existing high-confidence buyer enrichment,SIREN:288500010,SIREN_ENRICHED,external_enrichment,BOAMP:15-64904
